trial_num,word,dimension,filename,opponent,stage,balance
96,batent,_diff_obj,batent_diff_obj.mp4,gluffle,experiment
97,batent,_diff_proc,batent_diff_proc.mp4,crabble,experiment
98,batent,_diff_state,batent_diff_state.mp4,muffer,experiment
99,batent,_same_obj,batent_same_obj.mp4,corple,experiment
100,batent,_same_proc,batent_same_proc.mp4,muffer,experiment
101,batent,_same_state,batent_same_state.mp4,crindle,experiment
102,cabush,_diff_obj,cabush_diff_obj.mp4,muffer,experiment
103,cabush,_diff_proc,cabush_diff_proc.mp4,tuffer,experiment
104,cabush,_diff_state,cabush_diff_state.mp4,fibble,experiment
105,cabush,_same_obj,cabush_same_obj.mp4,trindle,experiment
106,cabush,_same_proc,cabush_same_proc.mp4,napper,experiment
107,cabush,_same_state,cabush_same_state.mp4,tuffer,experiment
108,fremple,_diff_obj,fremple_diff_obj.mp4,napper,experiment
109,fremple,_diff_proc,fremple_diff_proc.mp4,tuffer,experiment
110,fremple,_diff_state,fremple_diff_state.mp4,lorple,experiment
111,fremple,_same_obj,fremple_same_obj.mp4,trindle,experiment
112,fremple,_same_proc,fremple_same_proc.mp4,fibble,experiment
113,fremple,_same_state,fremple_same_state.mp4,corple,experiment
114,joicate,_diff_obj,joicate_diff_obj.mp4,corple,experiment
115,joicate,_diff_proc,joicate_diff_proc.mp4,lorple,experiment
116,joicate,_diff_state,joicate_diff_state.mp4,tuffer,experiment
117,joicate,_same_obj,joicate_same_obj.mp4,lorple,experiment
118,joicate,_same_proc,joicate_same_proc.mp4,tuffer,experiment
119,joicate,_same_state,joicate_same_state.mp4,plancher,experiment
120,lorice,_diff_obj,lorice_diff_obj.mp4,frabble,experiment
121,lorice,_diff_proc,lorice_diff_proc.mp4,corple,experiment
122,lorice,_diff_state,lorice_diff_state.mp4,dimmer,experiment
123,lorice,_same_obj,lorice_same_obj.mp4,fibble,experiment
124,lorice,_same_proc,lorice_same_proc.mp4,dimmer,experiment
125,lorice,_same_state,lorice_same_state.mp4,crabble,experiment
126,nulmut,_diff_obj,nulmut_diff_obj.mp4,trindle,experiment
127,nulmut,_diff_proc,nulmut_diff_proc.mp4,tromper,experiment
128,nulmut,_diff_state,nulmut_diff_state.mp4,tromper,experiment
129,nulmut,_same_obj,nulmut_same_obj.mp4,nocket,experiment
130,nulmut,_same_proc,nulmut_same_proc.mp4,lorple,experiment
131,nulmut,_same_state,nulmut_same_state.mp4,frabble,experiment
132,pulact,_diff_obj,pulact_diff_obj.mp4,tuffer,experiment
133,pulact,_diff_proc,pulact_diff_proc.mp4,muffer,experiment
134,pulact,_diff_state,pulact_diff_state.mp4,crindle,experiment
135,pulact,_same_obj,pulact_same_obj.mp4,bramble,experiment
136,pulact,_same_proc,pulact_same_proc.mp4,fibble,experiment
137,pulact,_same_state,pulact_same_state.mp4,dimmer,experiment
138,traimin,_diff_obj,traimin_diff_obj.mp4,nomble,experiment
139,traimin,_diff_proc,traimin_diff_proc.mp4,dimmer,experiment
140,traimin,_diff_state,traimin_diff_state.mp4,crabble,experiment
141,traimin,_same_obj,traimin_same_obj.mp4,fibble,experiment
142,traimin,_same_proc,traimin_same_proc.mp4,nocket,experiment
